text,joy,sadness,anger,fear,surprise,neutral
"In the morning, trembling with anxiety.",0,0,0,1,0,0
"In the morning, I will be there in ten minutes.",0,0,0,0,0,1
"Lately, just leave me alone, i'm angry.",0,0,1,0,0,0
"Today, my jaw dropped when i saw it.",0,0,0,0,1,0
"To be honest, such a heartwarming moment.",1,0,0,0,0,0
"In the morning, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, I will be there in ten minutes.",0,0,0,0,0,1
"To be honest, I'm radiating positivity today.",1,0,0,0,0,0
"Today, I'm so sorry to hear that.",0,1,0,0,0,0
"Surprisingly, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, I'm so proud of this achievement.",1,0,0,0,0,0
"Today, everything is going perfectly.",1,0,0,0,0,0
"Surprisingly, I am absolutely furious with the service.",0,0,1,0,0,0
"Today, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Today, life is grand!",1,0,0,0,0,0
"To be honest, I'm pleasantly surprised!",0,0,0,0,1,0
"Finally, feeling very grateful and happy.",1,0,0,0,0,0
"Finally, I'm over the moon with joy.",1,0,0,0,0,0
"Surprisingly, wow! that's incredible.",0,0,0,0,1,0
"In the morning, I'm radiating positivity today.",1,0,0,0,0,0
"Surprisingly, trembling with anxiety.",0,0,0,1,0,0
"Finally, I feel really down lately.",0,1,0,0,0,0
"Lately, I'm grinning from ear to ear.",1,0,0,0,0,0
"In the morning, this is the best news ever.",1,0,0,0,0,0
"Usually, oh my god, i didn't expect that!",0,0,0,0,1,0
"Surprisingly, the uncertainty is paralyzing.",0,0,0,1,0,0
"Lately, I'm pleasantly surprised!",0,0,0,0,1,0
"In the morning, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Finally, the uncertainty is paralyzing.",0,0,0,1,0,0
"Surprisingly, the darkness is frightening.",0,0,0,1,0,0
"In the morning, how dare they treat people this way?",0,0,1,0,0,0
"Today, cold shivers down my spine.",0,0,0,1,0,0
"Surprisingly, I never saw that coming.",0,0,0,0,1,0
"Surprisingly, I am so happy today!",1,0,0,0,0,0
"To be honest, I'm pleasantly surprised!",0,0,0,0,1,0
"Usually, I'm speechless, what a surprise.",0,0,0,0,1,0
"Finally, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Finally, the temperature remains constant.",0,0,0,0,0,1
"Actually, I just want to stay in bed and cry.",0,1,0,0,0,0
"Actually, I am so happy today!",1,0,0,0,0,0
"Lately, I'm seething with rage.",0,0,1,0,0,0
"Today, who would have thought?",0,0,0,0,1,0
"Actually, I'm seething with rage.",0,0,1,0,0,0
"Usually, feeling quite blue and isolated.",0,1,0,0,0,0
"Usually, completely blindsided by this.",0,0,0,0,1,0
"Actually, this is so frustrating!",0,0,1,0,0,0
"In the morning, what a beautiful day to be alive.",1,0,0,0,0,0
"To be honest, trembling with anxiety.",0,0,0,1,0,0
"To be honest, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"To be honest, success at last, i'm thrilled!",1,0,0,0,0,0
"Finally, the meeting started on time.",0,0,0,0,0,1
"Today, this is a major revelation.",0,0,0,0,1,0
"Today, I'm absolutely stunned.",0,0,0,0,1,0
"Lately, Is this for real? I'm shocked!",0,0,0,0,1,0
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
"In the morning, the darkness is frightening.",0,0,0,1,0,0
"In the morning, my heart is racing, i'm terrified.",0,0,0,1,0,0
"To be honest, I will be there in ten minutes.",0,0,0,0,0,1
"To be honest, panic is setting in.",0,0,0,1,0,0
"Today, feeling quite blue and isolated.",0,1,0,0,0,0
"To be honest, observations were recorded accurately.",0,0,0,0,0,1
"In the morning, I don't want to go in there alone.",0,0,0,1,0,0
"Surprisingly, this is so frustrating!",0,0,1,0,0,0
"Surprisingly, this is so frustrating!",0,0,1,0,0,0
"Finally, everything feels so grey and hopeless.",0,1,0,0,0,0
"Today, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"To be honest, I am so happy today!",1,0,0,0,0,0
"Actually, everything feels so grey and hopeless.",0,1,0,0,0,0
"Usually, loneliness is a silent companion.",0,1,0,0,0,0
"Today, the book is on the table.",0,0,0,0,0,1
"Actually, I never saw that coming.",0,0,0,0,1,0
"Actually, I feel really down lately.",0,1,0,0,0,0
"Surprisingly, just leave me alone, i'm angry.",0,0,1,0,0,0
"Actually, life is grand!",1,0,0,0,0,0
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"To be honest, just leave me alone, i'm angry.",0,0,1,0,0,0
"To be honest, don't push me any further.",0,0,1,0,0,0
"Today, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Lately, the book is on the table.",0,0,0,0,0,1
"Surprisingly, I am going to the store.",0,0,0,0,0,1
"Actually, loneliness is a silent companion.",0,1,0,0,0,0
"Lately, I just want to stay in bed and cry.",0,1,0,0,0,0
"Today, the report is due on monday.",0,0,0,0,0,1
"To be honest, unbelievable, just unbelievable.",0,0,0,0,1,0
"To be honest, feeling very grateful and happy.",1,0,0,0,0,0
"Actually, Is this for real? I'm shocked!",0,0,0,0,1,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Usually, a standard procedure was applied.",0,0,0,0,0,1
"Finally, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Surprisingly, heartbroken and lost.",0,1,0,0,0,0
"Surprisingly, a constant state of dread.",0,0,0,1,0,0
"Lately, I miss them so much.",0,1,0,0,0,0
"Today, a standard procedure was applied.",0,0,0,0,0,1
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Today, deeply saddened by the news.",0,1,0,0,0,0
"Finally, this is a major revelation.",0,0,0,0,1,0
"Finally, the meeting started on time.",0,0,0,0,0,1
"Lately, I'm seething with rage.",0,0,1,0,0,0
"In the morning, the sun rises in the east.",0,0,0,0,0,1
"To be honest, I just want to stay in bed and cry.",0,1,0,0,0,0
"To be honest, I'm worried sick.",0,0,0,1,0,0
"Usually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Lately, the darkness is frightening.",0,0,0,1,0,0
"Today, I'm speechless, what a surprise.",0,0,0,0,1,0
"Surprisingly, this is completely unacceptable.",0,0,1,0,0,0
"Surprisingly, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Today, don't push me any further.",0,0,1,0,0,0
"In the morning, It's been a tough day.",0,1,0,0,0,0
"Today, cold shivers down my spine.",0,0,0,1,0,0
"Finally, I'm afraid of what might happen next.",0,0,0,1,0,0
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"Usually, trembling with anxiety.",0,0,0,1,0,0
"Actually, I'm really scared about the future.",0,0,0,1,0,0
"Usually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Today, I am going to the store.",0,0,0,0,0,1
"Surprisingly, I'm grinning from ear to ear.",1,0,0,0,0,0
"To be honest, just leave me alone, i'm angry.",0,0,1,0,0,0
"Surprisingly, this is the best news ever.",1,0,0,0,0,0
"To be honest, this is so frustrating!",0,0,1,0,0,0
"Today, I am absolutely furious with the service.",0,0,1,0,0,0
"Usually, this makes my blood boil.",0,0,1,0,0,0
"Actually, heartbroken and lost.",0,1,0,0,0,0
"Usually, the package arrived this morning.",0,0,0,0,0,1
"Usually, feeling very grateful and happy.",1,0,0,0,0,0
"Today, Infuriated by the incompetence.",0,0,1,0,0,0
"In the morning, the uncertainty is paralyzing.",0,0,0,1,0,0
"Actually, I feel so vulnerable and scared.",0,0,0,1,0,0
"To be honest, my heart is racing, i'm terrified.",0,0,0,1,0,0
"To be honest, the package arrived this morning.",0,0,0,0,0,1
"Finally, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Finally, the car is parked in the driveway.",0,0,0,0,0,1
"Surprisingly, this is a total disaster and i'm mad.",0,0,1,0,0,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
"Lately, a constant state of dread.",0,0,0,1,0,0
"Finally, feeling quite blue and isolated.",0,1,0,0,0,0
"Today, oh my god, i didn't expect that!",0,0,0,0,1,0
"Actually, It's been a tough day.",0,1,0,0,0,0
"In the morning, I'm losing my patience.",0,0,1,0,0,0
"Today, a constant state of dread.",0,0,0,1,0,0
"Lately, I am absolutely furious with the service.",0,0,1,0,0,0
"Lately, I feel so vulnerable and scared.",0,0,0,1,0,0
"Usually, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, I'm seething with rage.",0,0,1,0,0,0
"In the morning, I'm pleasantly surprised!",0,0,0,0,1,0
"Today, I'm so sorry to hear that.",0,1,0,0,0,0
"Lately, who would have thought?",0,0,0,0,1,0
"Lately, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Lately, pure bliss and happiness.",1,0,0,0,0,0
"Surprisingly, feeling quite blue and isolated.",0,1,0,0,0,0
"Finally, I'm seething with rage.",0,0,1,0,0,0
"Usually, the sun rises in the east.",0,0,0,0,0,1
"Surprisingly, I feel absolutely wonderful.",1,0,0,0,0,0
"Actually, data points were plotted on the graph.",0,0,0,0,0,1
"Finally, life is grand!",1,0,0,0,0,0
"To be honest, I feel absolutely wonderful.",1,0,0,0,0,0
"Lately, I'm radiating positivity today.",1,0,0,0,0,0
"To be honest, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, how dare they treat people this way?",0,0,1,0,0,0
"Today, I'm really scared about the future.",0,0,0,1,0,0
"Actually, oh my god, i didn't expect that!",0,0,0,0,1,0
"Lately, Infuriated by the incompetence.",0,0,1,0,0,0
"Surprisingly, I don't want to go in there alone.",0,0,0,1,0,0
"Lately, I miss them so much.",0,1,0,0,0,0
"Surprisingly, nightmares are haunting me.",0,0,0,1,0,0
"To be honest, the darkness is frightening.",0,0,0,1,0,0
"To be honest, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Finally, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Usually, It's been a tough day.",0,1,0,0,0,0
"Finally, I never saw that coming.",0,0,0,0,1,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, feeling quite blue and isolated.",0,1,0,0,0,0
"To be honest, panic is setting in.",0,0,0,1,0,0
"Finally, completely blindsided by this.",0,0,0,0,1,0
"In the morning, I'm afraid of what might happen next.",0,0,0,1,0,0
"Usually, I am going to the store.",0,0,0,0,0,1
"Finally, the sun rises in the east.",0,0,0,0,0,1
"Usually, I'm losing my patience.",0,0,1,0,0,0
"Actually, panic is setting in.",0,0,0,1,0,0
"Actually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Lately, this is a major revelation.",0,0,0,0,1,0
"Actually, the uncertainty is paralyzing.",0,0,0,1,0,0
"Surprisingly, the temperature remains constant.",0,0,0,0,0,1
"In the morning, nightmares are haunting me.",0,0,0,1,0,0
"Actually, loneliness is a silent companion.",0,1,0,0,0,0
"Usually, just leave me alone, i'm angry.",0,0,1,0,0,0
"Surprisingly, the sun rises in the east.",0,0,0,0,0,1
"To be honest, the package arrived this morning.",0,0,0,0,0,1
"Surprisingly, the uncertainty is paralyzing.",0,0,0,1,0,0
"Surprisingly, I can't believe they did that to me.",0,0,1,0,0,0
"Today, I'm pleasantly surprised!",0,0,0,0,1,0
"Actually, I'm afraid of what might happen next.",0,0,0,1,0,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, I'm really scared about the future.",0,0,0,1,0,0
"Finally, the package arrived this morning.",0,0,0,0,0,1
"Lately, trembling with anxiety.",0,0,0,1,0,0
"In the morning, a heavy heart today.",0,1,0,0,0,0
"Surprisingly, I'm grinning from ear to ear.",1,0,0,0,0,0
"Actually, the sun rises in the east.",0,0,0,0,0,1
"Finally, how dare they treat people this way?",0,0,1,0,0,0
"Surprisingly, I'm afraid of what might happen next.",0,0,0,1,0,0
"To be honest, pure bliss and happiness.",1,0,0,0,0,0
"Actually, the meeting started on time.",0,0,0,0,0,1
"Usually, I'm worried sick.",0,0,0,1,0,0
"In the morning, I'm so sorry to hear that.",0,1,0,0,0,0
"Actually, wow! that's incredible.",0,0,0,0,1,0
"Lately, I can't believe they did that to me.",0,0,1,0,0,0
"In the morning, It's a very lonely day.",0,1,0,0,0,0
"Actually, It is what it is.",0,0,0,0,0,1
"Actually, trembling with anxiety.",0,0,0,1,0,0
"In the morning, heartbroken and lost.",0,1,0,0,0,0
"To be honest, data points were plotted on the graph.",0,0,0,0,0,1
"In the morning, nightmares are haunting me.",0,0,0,1,0,0
"Surprisingly, a standard procedure was applied.",0,0,0,0,0,1
"Usually, nightmares are haunting me.",0,0,0,1,0,0
"In the morning, I'm really scared about the future.",0,0,0,1,0,0
"Lately, feeling very grateful and happy.",1,0,0,0,0,0
"To be honest, loneliness is a silent companion.",0,1,0,0,0,0
"To be honest, just leave me alone, i'm angry.",0,0,1,0,0,0
"In the morning, It's a very lonely day.",0,1,0,0,0,0
"In the morning, I'm really scared about the future.",0,0,0,1,0,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
"Surprisingly, Instructions are followed step by step.",0,0,0,0,0,1
"Surprisingly, loneliness is a silent companion.",0,1,0,0,0,0
"Actually, the book is on the table.",0,0,0,0,0,1
"Surprisingly, such a heartwarming moment.",1,0,0,0,0,0
"To be honest, I've had enough of this nonsense.",0,0,1,0,0,0
"Lately, I never saw that coming.",0,0,0,0,1,0
"To be honest, that loud noise startled me.",0,0,0,1,0,0
"Today, It's a very lonely day.",0,1,0,0,0,0
"In the morning, stop bothering me right now.",0,0,1,0,0,0
"Today, I feel so vulnerable and scared.",0,0,0,1,0,0
"To be honest, such a heartwarming moment.",1,0,0,0,0,0
"Surprisingly, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Usually, the car is parked in the driveway.",0,0,0,0,0,1
"Today, the temperature remains constant.",0,0,0,0,0,1
"To be honest, this is the best news ever.",1,0,0,0,0,0
"Finally, I have a bad feeling about this.",0,0,0,1,0,0
"Actually, what a delightful surprise!",1,0,0,0,0,0
"Today, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Actually, the sun rises in the east.",0,0,0,0,0,1
"Today, stop bothering me right now.",0,0,1,0,0,0
"Surprisingly, the meeting started on time.",0,0,0,0,0,1
"Finally, this is so frustrating!",0,0,1,0,0,0
"To be honest, cold shivers down my spine.",0,0,0,1,0,0
"In the morning, I'm absolutely stunned.",0,0,0,0,1,0
"Surprisingly, I feel really down lately.",0,1,0,0,0,0
"Lately, I am absolutely furious with the service.",0,0,1,0,0,0
"Surprisingly, It's been a tough day.",0,1,0,0,0,0
"Today, I feel absolutely wonderful.",1,0,0,0,0,0
"To be honest, I have a bad feeling about this.",0,0,0,1,0,0
"To be honest, a heavy heart today.",0,1,0,0,0,0
"To be honest, the weather is mild today.",0,0,0,0,0,1
"Finally, the temperature remains constant.",0,0,0,0,0,1
"Today, the sun rises in the east.",0,0,0,0,0,1
"Today, everything feels so grey and hopeless.",0,1,0,0,0,0
"In the morning, a standard procedure was applied.",0,0,0,0,0,1
"Lately, I'm pleasantly surprised!",0,0,0,0,1,0
"Usually, the car is parked in the driveway.",0,0,0,0,0,1
"Today, what a beautiful day to be alive.",1,0,0,0,0,0
"To be honest, I am absolutely furious with the service.",0,0,1,0,0,0
"To be honest, oh my god, i didn't expect that!",0,0,0,0,1,0
"To be honest, the package arrived this morning.",0,0,0,0,0,1
"Lately, that's a twist i didn't foresee.",0,0,0,0,1,0
"Actually, completely blindsided by this.",0,0,0,0,1,0
"In the morning, I feel so vulnerable and scared.",0,0,0,1,0,0
"Finally, life is grand!",1,0,0,0,0,0
"In the morning, what a beautiful day to be alive.",1,0,0,0,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"Actually, It's a very lonely day.",0,1,0,0,0,0
"To be honest, what a turn of events!",0,0,0,0,1,0
"Surprisingly, I miss them so much.",0,1,0,0,0,0
"Finally, nightmares are haunting me.",0,0,0,1,0,0
"To be honest, stop bothering me right now.",0,0,1,0,0,0
"Actually, a heavy heart today.",0,1,0,0,0,0
"Usually, I never saw that coming.",0,0,0,0,1,0
"Finally, I'm seething with rage.",0,0,1,0,0,0
"Usually, I will be there in ten minutes.",0,0,0,0,0,1
"Today, that loud noise startled me.",0,0,0,1,0,0
"Actually, the uncertainty is paralyzing.",0,0,0,1,0,0
"Lately, I'm afraid of what might happen next.",0,0,0,1,0,0
"Lately, I'm absolutely stunned.",0,0,0,0,1,0
"Finally, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Lately, feeling very grateful and happy.",1,0,0,0,0,0
"Surprisingly, I'm worried sick.",0,0,0,1,0,0
"Actually, I'm seething with rage.",0,0,1,0,0,0
"Actually, this is a major revelation.",0,0,0,0,1,0
"Finally, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Usually, don't push me any further.",0,0,1,0,0,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Actually, success at last, i'm thrilled!",1,0,0,0,0,0
"To be honest, the meeting started on time.",0,0,0,0,0,1
"To be honest, loneliness is a silent companion.",0,1,0,0,0,0
"Today, I am so happy today!",1,0,0,0,0,0
"Lately, the uncertainty is paralyzing.",0,0,0,1,0,0
"Today, nightmares are haunting me.",0,0,0,1,0,0
"Usually, I'm afraid of what might happen next.",0,0,0,1,0,0
"Surprisingly, the temperature remains constant.",0,0,0,0,0,1
"In the morning, the darkness is frightening.",0,0,0,1,0,0
"Actually, such a heartwarming moment.",1,0,0,0,0,0
"Lately, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Today, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Finally, this is a major revelation.",0,0,0,0,1,0
"Today, the package arrived this morning.",0,0,0,0,0,1
"Lately, the weather is mild today.",0,0,0,0,0,1
"To be honest, nightmares are haunting me.",0,0,0,1,0,0
"In the morning, feeling quite blue and isolated.",0,1,0,0,0,0
"In the morning, how dare they treat people this way?",0,0,1,0,0,0
"Actually, Instructions are followed step by step.",0,0,0,0,0,1
"Finally, I'm seething with rage.",0,0,1,0,0,0
"Usually, the book is on the table.",0,0,0,0,0,1
"Actually, It's been a tough day.",0,1,0,0,0,0
"Surprisingly, this is the best news ever.",1,0,0,0,0,0
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Surprisingly, nightmares are haunting me.",0,0,0,1,0,0
"To be honest, simply amazing and unexpected.",0,0,0,0,1,0
"Lately, I don't want to go in there alone.",0,0,0,1,0,0
"Usually, I'm losing my patience.",0,0,1,0,0,0
"Lately, what a turn of events!",0,0,0,0,1,0
"Lately, Is this for real? I'm shocked!",0,0,0,0,1,0
"Surprisingly, the car is parked in the driveway.",0,0,0,0,0,1
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"To be honest, everything feels so grey and hopeless.",0,1,0,0,0,0
"Usually, observations were recorded accurately.",0,0,0,0,0,1
"Finally, I feel absolutely wonderful.",1,0,0,0,0,0
"Surprisingly, this is the best news ever.",1,0,0,0,0,0
"Lately, observations were recorded accurately.",0,0,0,0,0,1
"Lately, It is what it is.",0,0,0,0,0,1
"Today, I'm so sorry to hear that.",0,1,0,0,0,0
"Actually, heartbroken and lost.",0,1,0,0,0,0
"Actually, feeling quite blue and isolated.",0,1,0,0,0,0
"Finally, wow! that's incredible.",0,0,0,0,1,0
"To be honest, that's a twist i didn't foresee.",0,0,0,0,1,0
"In the morning, I just want to stay in bed and cry.",0,1,0,0,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"Lately, just leave me alone, i'm angry.",0,0,1,0,0,0
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"Surprisingly, the book is on the table.",0,0,0,0,0,1
"Lately, I can't believe they did that to me.",0,0,1,0,0,0
"Surprisingly, I'm grinning from ear to ear.",1,0,0,0,0,0
"To be honest, this is so frustrating!",0,0,1,0,0,0
"Surprisingly, I'm afraid of what might happen next.",0,0,0,1,0,0
"Usually, I am so happy today!",1,0,0,0,0,0
"In the morning, I'm over the moon with joy.",1,0,0,0,0,0
"In the morning, what a beautiful day to be alive.",1,0,0,0,0,0
"Usually, panic is setting in.",0,0,0,1,0,0
"Today, I'm afraid of what might happen next.",0,0,0,1,0,0
"Today, unbelievable, just unbelievable.",0,0,0,0,1,0
"Today, how dare they treat people this way?",0,0,1,0,0,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
"Lately, how dare they treat people this way?",0,0,1,0,0,0
"In the morning, panic is setting in.",0,0,0,1,0,0
"Today, Infuriated by the incompetence.",0,0,1,0,0,0
"Finally, I am so happy today!",1,0,0,0,0,0
"Actually, observations were recorded accurately.",0,0,0,0,0,1
"Surprisingly, everything is going perfectly.",1,0,0,0,0,0
"To be honest, Is this for real? I'm shocked!",0,0,0,0,1,0
"Finally, don't push me any further.",0,0,1,0,0,0
"To be honest, unbelievable, just unbelievable.",0,0,0,0,1,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"Today, feeling very grateful and happy.",1,0,0,0,0,0
"To be honest, the meeting started on time.",0,0,0,0,0,1
"Lately, my jaw dropped when i saw it.",0,0,0,0,1,0
"Surprisingly, the temperature remains constant.",0,0,0,0,0,1
"Finally, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Surprisingly, the car is parked in the driveway.",0,0,0,0,0,1
"Usually, observations were recorded accurately.",0,0,0,0,0,1
"Actually, I never saw that coming.",0,0,0,0,1,0
"In the morning, simply amazing and unexpected.",0,0,0,0,1,0
"Surprisingly, feeling quite blue and isolated.",0,1,0,0,0,0
"Finally, Infuriated by the incompetence.",0,0,1,0,0,0
"Finally, loneliness is a silent companion.",0,1,0,0,0,0
"To be honest, I'm so proud of this achievement.",1,0,0,0,0,0
"Actually, I just want to stay in bed and cry.",0,1,0,0,0,0
"Surprisingly, the package arrived this morning.",0,0,0,0,0,1
"In the morning, such a heartwarming moment.",1,0,0,0,0,0
"Today, loneliness is a silent companion.",0,1,0,0,0,0
"Usually, a constant state of dread.",0,0,0,1,0,0
"Usually, heartbroken and lost.",0,1,0,0,0,0
"Surprisingly, the meeting started on time.",0,0,0,0,0,1
"Finally, the book is on the table.",0,0,0,0,0,1
"Today, feeling very grateful and happy.",1,0,0,0,0,0
"Surprisingly, loneliness is a silent companion.",0,1,0,0,0,0
"Lately, the report is due on monday.",0,0,0,0,0,1
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Lately, Instructions are followed step by step.",0,0,0,0,0,1
"Usually, I just want to stay in bed and cry.",0,1,0,0,0,0
"Surprisingly, I'm grinning from ear to ear.",1,0,0,0,0,0
"Today, this is the best news ever.",1,0,0,0,0,0
"To be honest, the temperature remains constant.",0,0,0,0,0,1
"Today, I am going to the store.",0,0,0,0,0,1
"Today, It's just one of those days where everything hurts.",0,1,0,0,0,0
"In the morning, panic is setting in.",0,0,0,1,0,0
"To be honest, this is so frustrating!",0,0,1,0,0,0
"Today, the uncertainty is paralyzing.",0,0,0,1,0,0
"Actually, this is a total disaster and i'm mad.",0,0,1,0,0,0
"To be honest, who would have thought?",0,0,0,0,1,0
"In the morning, such a heartwarming moment.",1,0,0,0,0,0
"Finally, that's a twist i didn't foresee.",0,0,0,0,1,0
"Usually, stop bothering me right now.",0,0,1,0,0,0
"Finally, feeling quite blue and isolated.",0,1,0,0,0,0
"Usually, It's been a tough day.",0,1,0,0,0,0
"In the morning, heartbroken and lost.",0,1,0,0,0,0
"Usually, completely blindsided by this.",0,0,0,0,1,0
"Surprisingly, this is a major revelation.",0,0,0,0,1,0
"Finally, Infuriated by the incompetence.",0,0,1,0,0,0
"To be honest, the car is parked in the driveway.",0,0,0,0,0,1
"Lately, I have a bad feeling about this.",0,0,0,1,0,0
"Today, feeling very grateful and happy.",1,0,0,0,0,0
"To be honest, It's just one of those days where everything hurts.",0,1,0,0,0,0
"To be honest, the sun rises in the east.",0,0,0,0,0,1
"In the morning, the package arrived this morning.",0,0,0,0,0,1
"Finally, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Usually, observations were recorded accurately.",0,0,0,0,0,1
"Actually, the sun rises in the east.",0,0,0,0,0,1
"Lately, pure bliss and happiness.",1,0,0,0,0,0
"Finally, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Lately, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Usually, that loud noise startled me.",0,0,0,1,0,0
"To be honest, I'm losing my patience.",0,0,1,0,0,0
"Lately, the car is parked in the driveway.",0,0,0,0,0,1
"Today, I feel absolutely wonderful.",1,0,0,0,0,0
"In the morning, that's a twist i didn't foresee.",0,0,0,0,1,0
"Finally, It is what it is.",0,0,0,0,0,1
"Actually, the book is on the table.",0,0,0,0,0,1
"Finally, nightmares are haunting me.",0,0,0,1,0,0
"Actually, just leave me alone, i'm angry.",0,0,1,0,0,0
"To be honest, I just want to stay in bed and cry.",0,1,0,0,0,0
"In the morning, Instructions are followed step by step.",0,0,0,0,0,1
"Surprisingly, I'm losing my patience.",0,0,1,0,0,0
"Actually, a standard procedure was applied.",0,0,0,0,0,1
"Actually, the uncertainty is paralyzing.",0,0,0,1,0,0
"Today, this is the best news ever.",1,0,0,0,0,0
"In the morning, I don't want to go in there alone.",0,0,0,1,0,0
"Today, pure bliss and happiness.",1,0,0,0,0,0
"Actually, unbelievable, just unbelievable.",0,0,0,0,1,0
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Surprisingly, I feel really down lately.",0,1,0,0,0,0
"Finally, a heavy heart today.",0,1,0,0,0,0
"Actually, I'm losing my patience.",0,0,1,0,0,0
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Surprisingly, a standard procedure was applied.",0,0,0,0,0,1
"Lately, I'm worried sick.",0,0,0,1,0,0
"Finally, how dare they treat people this way?",0,0,1,0,0,0
"Surprisingly, this is so frustrating!",0,0,1,0,0,0
"Surprisingly, this is the best news ever.",1,0,0,0,0,0
"To be honest, I feel so vulnerable and scared.",0,0,0,1,0,0
"Finally, everything is going perfectly.",1,0,0,0,0,0
"Surprisingly, I'm losing my patience.",0,0,1,0,0,0
"Lately, I'm speechless, what a surprise.",0,0,0,0,1,0
"Lately, I feel so vulnerable and scared.",0,0,0,1,0,0
"Actually, I'm seething with rage.",0,0,1,0,0,0
"Surprisingly, success at last, i'm thrilled!",1,0,0,0,0,0
"Actually, the sun rises in the east.",0,0,0,0,0,1
"In the morning, I'm worried sick.",0,0,0,1,0,0
"Finally, cold shivers down my spine.",0,0,0,1,0,0
"Surprisingly, pure bliss and happiness.",1,0,0,0,0,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Actually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Finally, pure bliss and happiness.",1,0,0,0,0,0
"In the morning, I can't believe they did that to me.",0,0,1,0,0,0
"To be honest, It's been a tough day.",0,1,0,0,0,0
"Surprisingly, the book is on the table.",0,0,0,0,0,1
"In the morning, Is this for real? I'm shocked!",0,0,0,0,1,0
"Usually, this is the best news ever.",1,0,0,0,0,0
"Actually, this is completely unacceptable.",0,0,1,0,0,0
"In the morning, I feel so vulnerable and scared.",0,0,0,1,0,0
"In the morning, everything feels so grey and hopeless.",0,1,0,0,0,0
"Usually, simply amazing and unexpected.",0,0,0,0,1,0
"Finally, data points were plotted on the graph.",0,0,0,0,0,1
"Finally, It's been a tough day.",0,1,0,0,0,0
"Today, the report is due on monday.",0,0,0,0,0,1
"To be honest, what a turn of events!",0,0,0,0,1,0
"In the morning, I am going to the store.",0,0,0,0,0,1
"To be honest, I feel really down lately.",0,1,0,0,0,0
"To be honest, everything feels so grey and hopeless.",0,1,0,0,0,0
"To be honest, It's been a tough day.",0,1,0,0,0,0
"Usually, completely blindsided by this.",0,0,0,0,1,0
"Lately, heartbroken and lost.",0,1,0,0,0,0
"Usually, pure bliss and happiness.",1,0,0,0,0,0
"Actually, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Surprisingly, I'm afraid of what might happen next.",0,0,0,1,0,0
